X,Y,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,cont_1,cont_2,cont_3,cont_4,cont_5,cont_6,cont_7,cont_8,cont_9
1,-1.0812182036869,0,1,1,1,1,0,1,1,1,0,1,0.945106641467337,-1.01640640312403,-0.495791522060701,0.367715790580733,-0.373058451379728,-1.03143537947744,0.313459670715717,1.7038224178512,-1.81795201190517
1,0.909643431078359,0,1,0,1,0,0,1,0,1,1,0,0.0180256464006256,-0.429612443262242,1.12211610080336,-1.8163739096045,0.207481403209405,1.38028693048324,1.65287242312501,-1.00890048521427,-0.22725316030061
1,0.929940486084683,0,0,1,0,1,1,1,1,0,0,0,-0.408765953545542,1.52411465751681,1.26990312175716,1.25674189959519,-0.422634220012297,-0.383774362438807,0.491060331057705,1.62641158900643,-0.213690385498928
1,-0.745604949805627,1,1,0,0,1,0,0,0,0,1,1,-0.782132958701709,0.0917253333422187,-0.933337905622613,-0.300972464163379,-0.146959730233972,0.01264630615027,-0.231282910407766,1.04369479804472,-1.55057596384431
1,0.455766584252501,0,1,0,0,0,1,0,1,1,0,0,-0.754358994007365,0.620925728760613,1.71970929205811,-1.30199007627168,1.13319593824399,-0.613927933111102,-0.614524172428164,0.554753880454478,-1.07188961707066
0,-0.102498778051871,0,0,0,0,1,0,0,0,1,0,0,0.507206710802377,-1.74405422911002,-0.927554619002928,2.04691141872425,0.74543247843238,-0.403438164300444,-0.321499070891646,-0.628870669235346,0.131486575505897
0,-1.06655643605118,0,0,1,0,0,1,1,1,1,0,1,1.21117292601817,0.000858194810713072,0.886784943145639,0.638399648774248,-0.852521164515047,1.29120926814457,0.624028776638105,0.396560301325957,-1.39339176828627
1,-0.0916436675161253,0,1,0,1,1,1,0,0,0,0,1,-2.41451759648392,0.633001650649051,-0.274442230297283,-0.926903032338639,1.00440818127254,-0.773408337227988,0.670918767060897,0.33287318321921,1.08364315562815
1,1.64939409467528,0,0,1,0,1,0,1,1,1,0,1,-0.310207666042576,-0.539461702755691,1.59308373538164,0.11031745373686,-0.907759177761191,-0.88208434796165,0.384757605901769,-0.365704424849004,1.99447987494026
1,-1.41884837377777,0,0,0,1,0,1,1,0,1,1,1,-0.731378415535888,-0.120683408533767,-1.26888234283959,1.87261372508412,-2.18922751357036,0.674676737731537,1.04339711635577,0.258771416897829,-1.14818884923643
1,-0.206309848310349,1,1,1,1,1,1,1,1,1,0,0,0.422092449826297,0.309236196563194,-0.977430776749416,-1.12925125521247,-0.511298773390186,-1.14303219983408,-1.61296816683909,-0.579800309948042,0.760862312127598
1,0.331882326370914,1,0,0,0,1,0,0,1,0,0,1,-0.771407476907167,-1.11076160287085,0.754459994706708,0.401273388575949,0.356714211783443,-1.80589833290558,-0.716976989739485,0.634417253317516,0.306908906947497
1,-0.116188033543188,1,1,0,0,1,1,0,0,0,1,0,1.2825938720115,0.392659164995611,-0.368206143877308,-1.69545590277844,-0.194764607649351,0.841079636426202,-0.0716190367431136,1.31332293709754,0.579113672015741
0,0.251950635901919,0,0,0,0,1,0,0,1,1,1,1,-1.24694794484798,2.16541841448299,-0.349135341092893,-0.288049893992954,-0.304931373770078,-1.23077539168122,-0.848358020393473,0.217419082766415,0.776182794478253
0,-0.489785322064237,0,1,0,1,0,1,1,1,0,0,1,-1.62544455286975,0.643081701897561,0.617487048359349,1.0926165572785,-0.0104136521999634,-1.10428142953893,1.21240696687982,0.256821248592063,-1.85903493035111
1,-1.38049116843684,0,0,0,1,0,1,0,1,0,0,0,0.273295199850261,1.41740561820984,0.38235774953615,-2.3900331627876,1.8151113299396,0.465893185468223,2.19039332454456,0.501737916700461,1.10513147947694
1,-0.415399309153534,1,0,1,0,1,0,1,0,1,0,1,0.0486970624937595,-0.141529918813114,1.94108671313178,-0.382267430866073,0.683584272850749,0.299057882446032,0.302053924941693,1.77710291238829,-0.893468249492182
0,-0.387027823453653,1,0,1,0,1,0,0,1,1,1,1,-0.762071783337627,0.531819590844642,0.323799768087106,-0.58384724008412,-0.176177978165645,0.181311068087036,-0.181593080256358,1.84419430402692,-1.46004459915688
0,0.0683888609951244,1,1,0,0,0,1,1,0,1,0,0,-1.04922478834296,-0.291201670134594,-0.317824252108339,-1.36895607255321,0.130320367819138,-1.2504646381754,0.573436612637785,0.156451353993802,0.873904601437511
0,-1.02204821996319,1,0,1,0,1,0,0,0,0,0,0,-0.515749566459289,-0.565836851872145,-0.777366457664842,0.0196042737525731,0.583186754419245,-1.23235570117247,-0.29965658400871,0.447746663807709,-0.584881272757477
0,-0.426200536631573,0,1,0,0,1,0,0,0,0,1,0,-0.804246355196738,2.06909936442687,-0.533011100560321,0.0912366741998107,-1.19080183774567,0.208623179170496,0.310375234754124,0.600204335103864,-0.527943999825323
0,-0.697868798655702,0,1,0,1,1,1,1,0,0,1,0,-0.603145304836077,0.269516799515217,-0.230125686252299,0.463780881297584,-0.23529668835408,-0.748402690838248,-1.12554350612263,0.774249181820458,0.358982225133629
1,-1.45242511366198,0,1,0,0,0,1,1,1,1,1,1,-0.0310534332822173,-0.811042198728096,-0.00664724107113767,0.472254326915111,-0.298981040968485,-0.969472374864799,0.135181115127052,0.908399867413567,0.16163850318351
0,1.07503101060034,0,0,0,0,1,1,1,0,0,1,0,-0.0715753112377266,-0.759068475230427,0.100762013884473,-0.227981109248352,0.3943777544042,-0.168754882112897,-1.18612040570258,-0.837017532104662,0.489692611850217
1,0.023718858650961,1,0,0,1,0,1,0,0,1,1,1,-1.50188009736797,0.0487192390488614,-0.519575978117446,1.45070529084552,0.248060154579055,-2.18469670663292,0.584218071710778,-0.833924249953386,-0.258988886381153
1,0.918331681264511,1,0,0,1,0,0,1,0,1,1,1,-0.805898008838086,0.548976668487718,-1.08936325314461,-0.631504342994647,-1.66159823974088,0.447070531394899,-0.178504735617563,-0.123422026534101,-0.678083429641061
0,-0.734128706191339,1,0,0,0,0,1,1,1,1,1,0,-1.26759968828569,0.133780067500958,-0.853709617445896,-0.116609164698286,-0.188781782984975,-1.14719949443942,-0.217215792374414,1.04028291337113,0.18758324476726
1,-0.793758703438622,1,0,0,1,0,0,1,1,1,1,1,-1.23879853586124,-1.0498616064481,0.969628277723512,1.3176002562663,1.36768923358096,0.1555540366836,1.38913298584384,0.184606289233383,0.0122171346120069
0,-0.924193005654082,0,1,0,0,0,0,0,0,1,1,1,1.99574492045512,-0.311868713819821,-1.95276652329712,0.102644470453163,-0.264762992389642,-2.22370686742215,0.68076715958265,-1.51135286818977,0.00954757193513729
0,1.21426576876719,0,0,0,0,1,0,1,1,1,0,1,1.3888598886925,-0.0878533714481019,-1.53199681958089,1.34941174123203,-0.0146286912136501,-1.15706275281607,0.0858505860846761,0.672993380851008,-0.0985200692628966
1,0.628713399579655,1,1,0,0,0,1,1,1,0,1,1,-0.380325283851719,-0.901721286304127,0.102929045365294,0.737671915486998,-0.973610571135662,-0.0748933473265673,-0.830366325565446,0.615764568489718,0.00243960695275517
0,0.578027981292857,0,1,0,0,0,1,1,0,0,1,1,-0.379321376882111,-0.42416934979525,0.385852693479469,-0.310535707125277,-1.58819156350117,-1.25851669360072,0.134739258063407,-1.18417472128556,-0.589447817437567
0,0.931448240644632,1,0,1,1,0,0,1,0,1,0,0,0.0792874666467521,-0.0451244654023579,0.225769660433977,-0.615518704698539,0.148349224212892,-0.665679383748859,1.79704742208099,-0.915403441639674,0.590294221091494
0,-0.04904965416942,0,0,1,1,0,0,1,0,1,0,0,0.477433612709363,2.31554977847577,-0.380247094840935,1.46714607561604,1.01202199354724,0.288365466478488,-0.305276875587041,0.0179489576084439,-1.25012364804423
1,-0.169751179113556,1,0,0,0,0,1,0,1,1,1,0,2.20219187280948,1.19183826909417,0.0806140413174284,-2.60965707952074,1.14185735278919,0.968262318499316,-0.975194419214435,0.529822578438706,-2.21408370332637
0,-0.961539642389692,0,0,0,0,1,1,0,0,0,1,0,0.0480942962725534,-1.43897189099354,-1.16396896327002,0.133969455213469,-1.15937515594756,-0.379430067495301,-3.50293469661747,0.679829632295546,0.739510399177656
0,-0.366081012457347,0,1,1,0,1,1,1,1,1,0,0,-0.55211138904973,1.39826429526095,-0.347468452199549,-1.21673634849697,-0.609778210362313,-2.33725370497938,-0.327383727923234,-0.559064809343116,-0.649616061525955
1,-0.0644616699011153,0,1,1,1,1,1,0,1,0,1,1,1.63546605318172,0.925728637997322,-0.627165899702814,-0.115519678339254,-1.32275308425859,0.133557938664617,-0.830095794332599,-0.994848938934363,-0.0613026304819141
1,0.171475672884543,1,0,1,0,0,0,0,0,1,0,1,0.660119518124798,-1.49113883122741,0.321189029054694,-1.10773099565442,-0.475283409541452,-0.163457828381041,0.735377438357745,-1.76162958096845,-1.08630561961073
1,-0.209938173617175,1,1,0,1,1,0,1,0,0,1,0,0.852589282864046,-0.253124041543137,2.37668434530083,-0.606148900433956,1.34153981386356,-0.0305831050276742,0.498450241146824,1.65438996964145,-0.954649095775074
0,0.346638061925962,0,0,1,0,0,1,0,1,1,1,1,0.473216524285764,-0.833645059635887,-0.660036947888142,-0.77260837455733,0.896810638417845,1.71396839626895,0.586014386494301,0.751705913286957,1.84700709938519
0,0.533153190318782,1,1,1,0,0,1,1,1,0,0,0,-0.0872966759034224,1.16876084449793,0.588793251518698,-1.38118004509798,0.828885695645153,-0.0480981907295851,1.10514398448431,0.17695369121418,0.613834862203511
1,-0.203696131638688,0,1,1,0,0,1,1,1,1,0,1,0.34163051450842,0.798609670105358,-0.278038933230156,-0.107517921765531,-0.466930704431255,-1.24075868700529,-1.3810991443072,1.40676080968544,0.933405120763225
1,0.108418361955156,1,1,0,0,0,0,0,1,1,1,1,0.521883672422737,-1.12416675972096,-0.960140916823103,0.103409990807863,0.685596731860779,0.814952191766448,-0.937579718046871,0.172086129250941,1.25939194894648
0,-0.141097821323816,1,1,1,0,0,0,1,1,0,0,0,-0.0101329829656332,-0.704817302501789,0.150977783393487,2.02908579247247,1.04763241555726,1.01970237161351,-1.40667225768996,0.782869041958756,0.885484932714482
0,-1.05814321240926,1,1,1,0,0,0,1,1,0,1,0,0.742991946303423,-0.310852997367062,-0.446340371956746,0.705202255498309,-0.792222892802965,0.557625980607765,-0.357069738567768,0.590531793455892,1.46102409667713
0,-0.532474942684892,0,1,0,0,0,1,0,0,1,0,0,0.826555363319813,-0.423283859229078,1.56461250009803,0.633523738223211,-0.141186036278197,-1.91615308102398,1.12608657066586,0.787490174414595,-1.67137535002893
1,-0.23026121613502,0,1,1,0,1,1,1,0,1,1,0,0.553079116549286,-0.259624045872681,-0.170875230794695,-0.894415956407434,2.11585417877335,-2.0437738434672,0.0836416219910834,-1.55853760868177,-0.0257555316848538
1,-0.659028755927562,0,1,0,0,1,0,0,0,1,1,1,0.00864517616076735,-1.34249059329404,-0.690306945564315,-0.631619506967591,0.799901401228614,-0.81070938835551,0.0585630623935746,0.519167427646892,0.0147006248709668
1,-0.118738505053966,1,0,0,1,0,0,0,1,0,0,0,-0.881660945417892,1.85091199025194,0.359958694932774,-0.781466221599178,1.08888534938359,-1.23849231904133,-0.860380378992828,-2.31442785316139,0.22628062284802
1,-0.460488120252695,0,0,1,1,1,0,0,1,1,1,0,-1.06693161072103,1.3658948040904,0.311647087162561,-1.28680583830947,0.34002687143291,0.808156975276715,-1.01465836433425,1.25854732873812,0.511100842507933
0,0.700575830989805,1,1,1,1,0,0,0,0,0,1,0,1.13953282940252,0.0902873387479929,0.570175464806414,0.887681902091651,-1.17198745674089,1.15943557429061,-2.40248981077184,0.967660536244757,0.657488992712211
0,-1.22186418969986,1,0,1,0,0,1,0,1,0,0,0,-0.187439804580496,-0.831471124769127,-0.808588967787473,0.775195255477114,2.24460791562214,0.331471056656692,-0.0379418416018385,-0.0447896241419176,0.58898694499326
0,-0.934144575924723,0,0,1,1,1,0,1,1,0,1,0,1.2281910580883,1.65451017388546,1.64318315666395,1.20379294851509,-1.29198532108126,-1.16361124248869,-0.935733522838792,3.29185094526493,0.496487609583421
1,0.837105572680818,1,0,0,1,0,1,1,0,0,0,1,0.0892547008865892,0.207691662638115,-0.744815244459099,1.05117939898747,-0.996916245628115,0.564799910743506,-0.331855369887852,-0.526047585242091,-0.271012565764602
1,0.810796449224592,0,1,0,1,0,1,0,1,1,0,0,-0.206800021565705,-1.4135954782711,-0.278493030520765,0.383140809005469,0.454283355937453,-0.0148996554399678,0.305613908681024,0.328310253610603,0.243818742140527
1,-0.546585148442695,1,1,0,1,0,1,0,1,0,0,0,0.69524118917626,-1.16690314058173,0.793214924145609,0.476218670129244,-0.208666498739147,0.256336040450634,-0.305993433609682,-0.244971329619308,-0.136732654399053
0,-0.193887214609497,1,1,0,0,1,1,1,1,0,1,1,0.710288508947482,2.19783575990053,-0.385626236572584,-0.460939340543349,0.834246979570682,0.193877638871819,0.795968351124305,0.0716404129517462,-0.55517636056652
0,2.18853866590455,1,0,1,1,0,0,0,0,0,0,1,0.123595883875245,-0.0858136682589546,-1.92190470221679,-0.149530205247391,-0.539671228149505,1.48464820652854,0.139736723273363,0.206237504193053,0.17308115078277
1,2.21308481002437,1,1,1,1,0,1,0,0,1,1,1,-1.90232380065733,0.0463454856722509,1.1423353793055,1.42485584203293,-2.12688773029461,-0.816811113465783,0.366352120471282,0.0963985762728715,-0.562499177916198
0,0.181626052257161,0,1,0,0,1,1,0,1,0,1,1,1.87962846537806,2.14600712056584,-2.27683391407947,-0.0327751028703599,0.475678427005063,0.763689264180477,0.62291631530213,-0.389347536367574,0.219285776571649
0,-0.278339665270721,1,1,1,0,0,1,1,1,1,1,1,0.167799631834047,0.0426570808883526,-0.341135793118465,-1.48474060367848,0.796182769707917,-0.221820051657922,1.325885158379,0.307908558061732,1.10490682847525
1,-0.675130271278493,0,0,0,0,0,0,1,1,1,1,0,0.79888919226083,-0.798192249279885,0.525360945994589,-1.85512255352379,0.924106816213595,-0.889904973269656,-1.47600317065305,-0.423422799909325,1.40309755501174
1,0.162308168630759,1,0,1,1,1,1,0,1,1,0,1,0.988643809681562,-0.166870810487234,-0.918803470656058,-0.115448317645043,-0.397398142147976,-2.3199846232655,-0.47187582525494,-0.105665522256966,0.459820501904979
1,-0.460118105058341,1,0,1,0,1,0,1,1,1,0,0,-0.549183553907599,0.346991476749758,-0.681501260481472,1.35214054592176,0.893027623300414,-0.980318092438493,0.258097790425618,0.505925389399861,0.857144795975269
0,1.11738814823865,0,0,1,1,1,0,0,1,0,1,1,-1.57880359620571,0.625635669610998,0.641386348230838,-1.31324753539195,-0.0476085544110519,-0.158723711696839,1.35455114773184,-0.346078028761347,-1.97431883112153
0,2.43765349377217,0,0,1,0,1,0,0,1,1,1,1,-1.64917183047459,-0.626970984424465,-0.592118419308498,0.261374775774945,0.00449578203766502,2.07268513659585,-0.84343106139924,-1.87979820906627,0.840967724984892
1,0.228910216190891,0,0,1,1,0,0,0,1,0,0,0,-0.631565118176921,-1.76583799051889,-0.053031507249397,-0.548769498415827,-0.0542671192410297,-0.592137091493924,-0.0965844252478947,1.83421492301421,0.550133309771984
1,2.93487921620837,1,1,1,1,0,1,0,1,1,0,0,-0.159767521181062,-0.954622579137228,1.26328571242736,0.174369811789466,-0.572378130520473,1.21272697541945,-0.375425756597213,0.533654337414366,0.293839415143826
0,1.09522766475321,0,1,1,0,1,0,0,1,0,1,1,-1.0161851973885,-1.34372697514842,-1.03187291081526,0.544653016549791,0.268497614063455,0.671890067928311,-0.140632456929984,-0.895305025215146,0.389500744876067
1,-0.244382491374528,1,1,1,0,1,0,0,1,0,1,0,-0.546919386763015,-1.69789498939693,1.33634479475295,-1.33379913595408,1.5144637031585,-0.114362045306202,0.187416079558198,-1.36128725131344,0.32611576073545
1,-0.248953613298837,0,0,1,1,1,0,0,0,0,1,1,0.138482886863705,-0.718576866659007,0.627374708379912,0.522662177645147,-1.18957186476987,0.601272504076493,-0.318250923501645,1.28895362337741,0.819033813207717
0,2.35460358452974,1,0,0,1,0,0,1,1,0,0,1,-0.406319439400857,0.503312022201664,-0.0461246274544336,-1.1565332070867,-0.223484890189827,2.91944156650846,-1.5833892851074,2.26573980573678,-0.436379668448101
0,-0.183245165833066,1,0,0,0,0,1,0,1,0,1,0,0.157516436011306,0.271939639575785,-0.0506352018462926,0.276788349200963,-0.263287359192275,0.545791079927856,-0.126272774107042,1.8780021569716,-0.653496856073383
0,-1.12216527550793,1,1,0,1,0,1,1,1,1,0,0,0.699935297539304,-0.476726062244137,-1.6790633288761,1.03235031141954,-0.50778702462642,1.11255189705853,-0.277465891181018,1.65248982714039,0.506620505481707
1,0.557557892892701,1,0,0,0,0,1,0,1,0,1,0,-0.860254129526795,0.485864133482252,-1.29614227134947,0.788735911477387,1.72075646995848,-1.67012477144829,1.17374427952066,1.74770889739935,1.4573584889537
0,-1.52669621012475,1,0,1,0,0,1,1,1,1,1,0,-2.22283886277075,1.94080176246581,-0.343294489867581,0.171475487463348,-0.0717116468288593,0.163440730309712,-0.316723379954437,0.585302460097129,1.3311410082332
0,0.713832406740619,1,1,1,0,1,0,1,0,0,1,1,-1.48499080768033,0.193556486873861,-0.459340628297131,1.16897704405935,-1.30966169554546,-1.12423573617349,-0.795541299431265,1.22312950539941,1.23741518108751
1,0.895357923521592,1,1,0,0,1,1,1,0,1,1,1,1.16576759473854,-0.242751268607535,-0.348729980029197,0.609897075948959,-0.428759521402864,-0.0224343940238948,-0.73201214262825,1.08705271742742,0.474352709416832
0,-0.603266480098825,0,0,0,1,0,0,1,1,0,0,0,-1.45725322462078,0.692836202172967,-0.695113822818217,1.40209335326125,1.03875351870869,1.38855938643613,0.0875765472126173,1.10872915054979,1.17442679878189
1,-0.775075846554175,1,1,0,0,1,0,0,0,1,0,1,-0.964354230777213,-0.717031054126927,0.53509188686529,-0.0840346689099092,-0.521620582595028,1.14468479379157,0.446488143293454,0.895440804160339,0.566035290552787
1,0.622474207860281,0,1,0,0,0,1,1,1,0,0,1,0.943935196920956,0.625720204785922,-0.490941524480197,0.17666165809686,1.1917475666882,-0.723083403947123,0.732747586192569,-0.544970873009454,0.304178659634688
0,0.944646045659855,1,1,1,1,0,1,1,0,1,0,1,0.016334424471836,0.942179131187811,-1.03869563372171,2.86374815517573,-1.60520620369111,0.645645196119256,2.23928624327222,0.241451692471621,-0.786064456454331
0,-0.531923709549712,0,1,1,1,0,1,0,1,0,0,1,1.93709390511938,-0.0500474744030884,1.16281753481449,-0.849040000116642,-0.412664381933325,-0.758887001956702,-1.45744902983968,2.60502657991225,-1.00227346208478
1,-0.621853822960957,1,1,1,0,0,0,0,0,0,1,1,0.167102209333238,-0.84076583362336,1.20158769785375,-0.29166807061772,1.77772652364719,-0.096569313190432,-1.46533278986076,-0.608756456410122,-0.569453494069
1,1.33247074433046,1,1,0,0,1,0,1,0,1,0,0,0.814376101852917,-0.27712171676504,0.959794378597399,0.145362956037347,0.326527138503919,0.141807004147344,1.35210938593437,1.23752524252934,0.592599093132696
1,-1.37851653766289,0,0,0,1,0,1,0,0,1,1,0,-0.391738248497011,1.48155220566709,0.599673699465676,-2.07341902286941,0.196937787049157,-2.52842359207253,0.227341978375437,-0.064356191753713,0.527846564215632
0,-0.222371691506923,0,0,1,1,0,0,0,1,0,0,0,-0.306065542545574,0.259470481372244,1.48619318078163,-0.742848558625608,-1.21762806393719,0.317186906053136,-1.57221913562547,1.12364870399816,-0.0822492393206448
1,1.85632971177724,1,1,0,1,0,1,0,0,1,0,1,0.964374874169884,1.36729627247671,-3.16718343028951,0.825750572373086,-1.1511270630651,1.14111710670158,-1.21242065671527,0.329712199769331,0.154068807487098
1,-1.72462561395457,0,0,0,1,0,0,1,0,0,1,1,0.86641688418119,-0.271245507010662,-0.237970838285027,0.157161149022247,-0.0797072683772556,-2.29108773564362,0.194356370976461,0.715598733520651,0.36689142947803
0,-1.88817807523351,0,0,1,0,0,1,1,1,1,1,1,0.698453666245377,0.37121187369262,-1.40756737492342,0.225962567424441,-0.108678050464621,-0.225384664810295,-0.808099576792212,1.90776466202036,0.0940708613920748
0,0.137654371939805,1,0,0,0,1,1,1,1,1,1,0,-0.966356952785576,-0.549631552162153,0.831296049681754,0.857484876377881,-1.28789123200005,0.272413517750475,0.973218724761171,-0.0928003295464596,-0.635778139145687
0,-0.876062354415242,0,1,1,1,1,1,0,0,1,0,1,-0.125219576944445,0.987117546361798,-1.21321221278015,1.07128917562416,-0.143440409680401,0.553923272187286,0.307206138318456,0.93974543045118,1.6625834001865
0,-1.40582661611809,0,1,1,1,0,1,0,0,0,1,1,-1.47969324955775,-1.415630035601,0.906188419007582,-0.517481004153965,-0.017951307133221,-0.869038448170139,1.15147142659796,-1.46051726658018,-0.617977475314638
1,-0.200086385167242,1,1,0,1,1,0,0,1,0,1,0,-0.636407378519861,-1.64545687010351,-2.16986591978447,0.822999250125714,1.48838096011512,-1.04405378463805,0.0236365529897819,-0.0910671025920221,-1.30488066974313
0,0.466026842018516,0,1,1,0,0,1,1,0,1,0,0,1.30710449754322,-0.810350257239421,-0.691663968119631,-0.884401323496287,0.442468069236649,0.267081792511814,0.166760211203936,-0.994130871373729,-0.221089113781883
0,-1.68119933503293,0,0,1,1,0,1,0,1,1,0,0,-0.273539557305303,0.895779257439697,1.97887847275147,-1.52755240607156,0.617777550432327,-0.109148138900469,1.26052981210331,-0.161246516049835,0.679294308649484
0,0.080722063322969,0,0,0,0,1,0,0,1,1,1,0,1.86355742801649,-1.46797103061493,-1.18130325912972,-0.602527841952273,0.619018343884096,-0.436779117749235,0.501874039996088,0.983382650118941,-0.308354443705413
1,-1.84547254944181,0,1,1,0,0,1,1,0,1,0,1,0.547461722007181,1.60856599014557,-0.658132359306313,0.638655338508056,0.265988443356397,-0.39365048211219,0.347804775412776,-0.369655666656571,-0.239967146513015
0,-1.92331831282063,0,0,1,1,1,0,1,1,0,0,0,-0.105520241631069,1.32549029815807,0.21757853104898,1.29470232296198,0.271011020974973,-1.66236686733001,0.740271438519309,-0.960580516652841,-0.692624602984509
1,-1.25377849755893,1,0,1,0,0,1,0,1,1,0,1,-0.481996804922367,1.60311132966762,-0.429328215780352,0.661327741765318,0.808017576316489,-0.601210479156318,2.41227889259106,0.708187413575542,0.888774671908188
1,0.945947416960617,1,1,0,1,1,0,1,1,1,0,0,1.33308770521782,1.72865017951148,0.430658816593895,-1.52658586940882,1.47661555186435,-2.08338313086839,0.468596720558665,0.236813871811655,1.5440212530928
